行,C NO.,ON,OFF,MA,IP,SV,UP,DN,JS,JM,S,OC,HP,PP,C,PL,V,AL,L,LD,底部余量,侧面余量,AJC,加工速度,定时,定时时间,粗糙度,材料,面积,形状,重视,Ra,切入
3,7,200,40,0,85,50,12,8,75,03,22,0,0,1,0,+,21,10,2,2,0.202,0.1697,24,0,T,,0,1,34,1,1,0.8,0
4,6,140,40,0,53,60,12,8,75,03,32,0,40,0,0,+,31,15,2,2,0.147,0.122,24,0,T,,0,1,34,1,1,0.8,0
5,5,70,25,0,33,70,12,6,75,03,42,0,40,0,0,+,31,15,2,2,0.104,0.0832,24,0,T,,4,1,34,1,1,0.8,0
6,4,40,20,0,23,90,10,6,50,03,32,0,40,0,0,+,31,15,2,2,0.069,0.0545,24,0,T,,3.2,1,34,1,1,0.8,0
7,3,10,10,0,15,110,11,6,50,00,52,0,40,0,0,+,31,15,2,2,0.044,0.0348,24,0,T,,2,1,34,1,1,0.8,0
8,2,7,9,0,8,110,11,6,50,00,62,0,0,0,0,+,31,15,3,2,0.03,0.0228,24,0,T,,1.12,1,34,1,1,0.8,0
9,1,7,9,0,3,95,6,9,25,00,63,0,0,0,1,+,31,15,3,2,0.015,0.012,24,0,T,,0.8,1,34,1,1,0.8,0
2,7,300,55,0,135,50,11,8,75,03,22,0,0,1,0,+,21,10,2,2,0.291,0.2444,24,0,T,,0,1,34,1,1,1.12,0
3,6,200,40,0,85,50,12,8,75,03,22,0,0,1,0,+,21,10,2,2,0.197,0.1655,24,0,T,,0,1,34,1,1,1.12,0
4,5,140,40,0,53,60,12,8,75,03,32,0,40,0,0,+,31,15,2,2,0.142,0.1179,24,0,T,,0,1,34,1,1,1.12,0
5,4,70,25,0,33,70,12,6,75,03,42,0,40,0,0,+,31,15,2,2,0.099,0.0792,24,0,T,,4,1,34,1,1,1.12,0
6,3,40,20,0,23,90,10,6,50,03,32,0,40,0,0,+,31,15,2,2,0.064,0.0506,24,0,T,,3.2,1,34,1,1,1.12,0
7,2,10,10,0,15,110,11,6,50,00,52,0,40,0,0,+,31,15,2,2,0.039,0.0308,24,0,T,,2,1,34,1,1,1.12,0
8,1,7,9,0,8,95,6,8,25,00,63,0,0,0,0,+,31,15,3,2,0.024,0.015,24,0,T,,1.12,1,34,1,1,1.12,0
2,6,300,55,0,135,50,11,8,75,03,22,0,0,1,0,+,21,10,2,2,0.288,0.2419,24,0,T,,0,1,34,1,1,1.6,0
3,5,200,40,0,85,50,12,8,75,03,22,0,0,1,0,+,21,10,2,2,0.194,0.163,24,0,T,,0,1,34,1,1,1.6,0
4,4,140,40,0,53,60,12,8,75,03,32,0,40,0,0,+,31,15,2,2,0.139,0.1154,24,0,T,,0,1,34,1,1,1.6,0
5,3,70,25,0,33,70,12,6,75,03,42,0,40,0,0,+,31,15,2,2,0.096,0.0768,24,0,T,,4,1,34,1,1,1.6,0
6,2,40,20,0,23,90,10,6,50,03,32,0,40,0,0,+,31,15,2,2,0.061,0.0482,24,0,T,,3.2,1,34,1,1,1.6,0
7,1,7,9,0,15,80,10,8,50,00,63,0,40,0,0,+,31,15,3,2,0.038,0.03,24,0,T,,1.6,1,34,1,1,1.6,0
2,6,300,55,0,135,50,11,8,75,03,22,0,0,1,0,+,21,10,2,2,0.288,0.2419,24,0,T,,0,1,34,1,1,2,0
3,5,200,40,0,85,50,12,8,75,03,22,0,0,1,0,+,21,10,2,2,0.194,0.163,24,0,T,,0,1,34,1,1,2,0
4,4,140,40,0,53,60,12,8,75,03,32,0,40,0,0,+,31,15,2,2,0.139,0.1154,24,0,T,,0,1,34,1,1,2,0
5,3,70,25,0,33,70,12,6,75,03,42,0,40,0,0,+,31,15,2,2,0.096,0.0768,24,0,T,,4,1,34,1,1,2,0
6,2,40,20,0,23,90,10,6,50,03,32,0,40,0,0,+,31,15,2,2,0.061,0.0482,24,0,T,,3.2,1,34,1,1,2,0
7,1,10,9,0,15,80,10,8,50,00,53,0,40,0,0,+,31,15,3,2,0.038,0.03,24,0,T,,2,1,34,1,1,2,0
2,5,300,55,0,135,50,11,8,75,03,22,0,0,1,0,+,21,10,2,2,0.283,0.2377,24,0,T,,0,1,34,1,1,3.2,0
3,4,200,40,0,85,50,12,8,75,03,22,0,0,1,0,+,21,10,2,2,0.189,0.1588,24,0,T,,0,1,34,1,1,3.2,0
4,3,140,40,0,53,60,12,8,75,03,32,0,40,0,0,+,31,15,2,2,0.134,0.1112,24,0,T,,0,1,34,1,1,3.2,0
5,2,70,25,0,33,70,12,6,75,03,42,0,40,0,0,+,31,15,2,2,0.091,0.0728,24,0,T,,4,1,34,1,1,3.2,0
6,1,40,20,0,23,80,10,8,50,00,52,0,40,0,0,+,31,15,3,2,0.051,0.031,24,0,T,,3.2,1,34,1,1,3.2,0
2,4,300,55,0,135,50,11,8,75,03,22,0,0,1,0,+,21,10,2,2,0.269,0.226,24,0,T,,0,1,34,1,1,4,0
3,3,200,40,0,85,50,12,8,75,03,22,0,0,1,0,+,21,10,2,2,0.175,0.147,24,0,T,,0,1,34,1,1,4,0
4,2,140,40,0,53,60,12,8,75,03,32,0,40,0,0,+,31,15,2,2,0.12,0.0996,24,0,T,,0,1,34,1,1,4,0
5,1,90,30,0,33,80,10,8,50,03,42,0,40,0,0,+,31,15,2,2,0.065,0.049,24,0,T,,4,1,34,1,1,4,0
2,12,300,55,0,135,50,11,9,75,03,22,0,0,1,0,+,21,10,2,2,0.304,0.2554,24,0,T,,0,1,39,1,1,0.1,0
3,11,200,40,0,85,50,12,9,75,03,22,0,0,1,0,+,21,10,2,2,0.21,0.1764,24,0,T,,0,1,39,1,1,0.1,0
4,10,140,40,0,53,60,12,8,75,03,32,0,40,0,0,+,31,15,2,2,0.155,0.1286,24,0,T,,0,1,39,1,1,0.1,0
5,9,70,25,0,33,70,12,8,75,03,42,0,40,0,0,+,31,15,2,2,0.112,0.0896,24,0,T,,4,1,39,1,1,0.1,0
6,8,40,20,0,23,85,10,8,50,03,32,0,40,0,0,+,31,15,2,2,0.077,0.0608,24,0,T,,3.2,1,39,1,1,0.1,0
7,7,10,10,0,15,105,11,8,50,00,52,0,40,0,0,+,31,15,2,2,0.052,0.0411,24,0,T,,2,1,39,1,1,0.1,0
8,6,7,9,0,8,105,11,8,50,00,62,0,0,0,0,+,31,15,3,2,0.038,0.0289,24,0,T,,1.12,1,39,1,1,0.1,0
9,5,7,9,0,5,100,7,9,25,00,75,0,0,0,0,+,31,15,3,2,0.027,0.02,24,0,T,,0.8,1,39,1,1,0.1,0
10,804,1,9,0,13,150,7,20,25,00,85,0,0,10,1,-,41,48,3,2,0.009,0.025,24,1.2,Z,2430,0.63,1,39,1,1,0.1,0
11,804,1,9,0,13,150,7,20,25,00,85,0,0,10,1,-,41,48,3,2,0.029,0.0099,24,1.2,Z,248,0.63,1,39,1,1,0.1,0
12,803,1,9,0,5,145,7,20,25,00,85,0,0,10,1,-,41,48,3,2,0.005,0.021,24,1.5,Z,3037,0.5,1,39,1,1,0.1,0
13,803,1,9,0,5,145,7,20,25,00,85,0,0,10,1,-,41,48,3,2,0.025,0.006,24,1.5,Z,330,0.5,1,39,1,1,0.1,0
14,802,1,3,0,5,100,15,33,50,00,86,0,0,10,0,-,31,48,3,2,-0.002,0.018,24,2.15,Z,4353,0.32,1,39,1,1,0.1,0
15,802,1,3,0,5,100,15,33,50,00,86,0,0,10,0,-,31,48,3,2,0.018,0.0031,24,2.15,Z,501,0.32,1,39,1,1,0.1,0
16,801,2,4,0,5,100,15,36,50,00,86,0,0,10,0,-,31,48,3,2,-0.002,0.018,24,0.8,Z,1620,0.1,1,39,1,1,0.1,0
17,801,2,4,0,5,100,15,36,50,00,86,0,0,10,0,-,31,48,3,2,0.018,0.003,24,0.8,Z,152,0.1,1,39,1,1,0.1,0
2,11,300,55,0,135,50,11,9,75,03,22,0,0,1,0,+,21,10,2,2,0.304,0.2554,24,0,T,,0,1,39,1,1,0.32,0
3,10,200,40,0,85,50,12,9,75,03,22,0,0,1,0,+,21,10,2,2,0.21,0.1764,24,0,T,,0,1,39,1,1,0.32,0
4,9,140,40,0,53,60,12,8,75,03,32,0,40,0,0,+,31,15,2,2,0.155,0.1286,24,0,T,,0,1,39,1,1,0.32,0
5,8,70,25,0,33,70,12,8,75,03,42,0,40,0,0,+,31,15,2,2,0.112,0.0896,24,0,T,,4,1,39,1,1,0.32,0
6,7,40,20,0,23,85,10,8,50,03,32,0,40,0,0,+,31,15,2,2,0.077,0.0608,24,0,T,,3.2,1,39,1,1,0.32,0
7,6,10,10,0,15,105,11,8,50,00,52,0,40,0,0,+,31,15,2,2,0.052,0.0411,24,0,T,,2,1,39,1,1,0.32,0
8,5,7,9,0,8,105,11,8,50,00,62,0,0,0,0,+,31,15,3,2,0.038,0.0289,24,0,T,,1.12,1,39,1,1,0.32,0
9,4,7,9,0,5,100,7,9,25,00,75,0,0,0,0,+,31,15,3,2,0.027,0.02,24,0,T,,0.8,1,39,1,1,0.32,0
10,803,1,9,0,13,150,7,20,25,00,85,0,0,10,1,-,41,48,3,2,0.009,0.025,24,1.2,Z,2430,0.63,1,39,1,1,0.32,0
11,803,1,9,0,13,150,7,20,25,00,85,0,0,10,1,-,41,48,3,2,0.029,0.0099,24,1.2,Z,248,0.63,1,39,1,1,0.32,0
12,802,1,9,0,5,145,7,20,25,00,85,0,0,10,1,-,41,48,3,2,0.005,0.021,24,1.5,Z,3037,0.5,1,39,1,1,0.32,0
13,802,1,9,0,5,145,7,20,25,00,85,0,0,10,1,-,41,48,3,2,0.025,0.006,24,1.5,Z,330,0.5,1,39,1,1,0.32,0
14,801,1,9,0,8,110,8,17,25,00,73,0,40,10,1,-,32,30,3,2,0.001,0.02,24,2.15,Z,4353,0.32,1,39,1,1,0.32,0
15,801,1,9,0,8,110,8,17,25,00,73,0,40,10,1,-,32,30,3,2,0.021,0.005,24,2.15,Z,501,0.32,1,39,1,1,0.32,0
2,10,300,55,0,135,50,11,9,75,03,22,0,0,1,0,+,21,10,2,2,0.303,0.2554,24,0,T,,0,1,39,1,1,0.5,0
3,9,200,40,0,85,50,12,9,75,03,22,0,0,1,0,+,21,10,2,2,0.209,0.1756,24,0,T,,0,1,39,1,1,0.5,0
4,8,140,40,0,53,60,12,8,75,03,32,0,40,0,0,+,31,15,2,2,0.154,0.1278,24,0,T,,0,1,39,1,1,0.5,0
5,7,70,25,0,33,70,12,8,75,03,42,0,40,0,0,+,31,15,2,2,0.11,0.0888,24,0,T,,4,1,39,1,1,0.5,0
6,6,40,20,0,23,85,10,8,50,03,32,0,40,0,0,+,31,15,2,2,0.076,0.06,24,0,T,,3.2,1,39,1,1,0.5,0
7,5,10,10,0,15,105,11,8,50,00,52,0,40,0,0,+,31,15,2,2,0.051,0.0403,24,0,T,,2,1,39,1,1,0.5,0
8,4,7,9,0,8,105,11,8,50,00,62,0,0,0,0,+,31,15,3,2,0.037,0.0281,24,0,T,,1.12,1,39,1,1,0.5,0
9,3,7,9,0,5,100,7,9,25,00,75,0,0,0,0,+,31,15,3,2,0.026,0.0192,24,0,T,,0.8,1,39,1,1,0.5,0
10,802,1,9,0,13,150,7,20,25,00,85,0,0,10,1,-,41,48,3,2,0.008,0.0222,24,1.2,Z,2430,0.63,1,39,1,1,0.5,0
11,802,1,9,0,13,150,7,20,25,00,85,0,0,10,1,-,41,48,3,2,0.028,0.0095,24,1.2,Z,248,0.63,1,39,1,1,0.5,0
12,801,1,9,0,15,110,8,17,25,00,73,0,40,10,2,-,32,30,3,2,0.002,0.027,24,1.5,Z,3037,0.5,1,39,1,1,0.5,0
13,801,1,9,0,15,110,8,17,25,00,73,0,40,10,2,-,32,30,3,2,0.022,0.012,24,1.5,Z,330,0.5,1,39,1,1,0.5,0
2,9,300,55,0,135,50,11,9,75,03,22,0,0,1,0,+,21,10,2,2,0.301,0.2528,24,0,T,,0,1,39,1,1,0.63,0
3,8,200,40,0,85,50,12,9,75,03,22,0,0,1,0,+,21,10,2,2,0.207,0.1739,24,0,T,,0,1,39,1,1,0.63,0
4,7,140,40,0,53,60,12,8,75,03,32,0,40,0,0,+,31,15,2,2,0.152,0.1262,24,0,T,,0,1,39,1,1,0.63,0
5,6,70,25,0,33,70,12,8,75,03,42,0,40,0,0,+,31,15,2,2,0.109,0.0872,24,0,T,,4,1,39,1,1,0.63,0
6,5,40,20,0,23,85,10,8,50,03,32,0,40,0,0,+,31,15,2,2,0.074,0.0585,24,0,T,,3.2,1,39,1,1,0.63,0
7,4,10,10,0,15,105,11,8,50,00,52,0,40,0,0,+,31,15,2,2,0.049,0.0387,24,0,T,,2,1,39,1,1,0.63,0
8,3,7,9,0,8,105,11,8,50,00,62,0,0,0,0,+,31,15,3,2,0.035,0.0266,24,0,T,,1.12,1,39,1,1,0.63,0
9,2,7,9,0,5,100,7,9,25,00,75,0,0,0,0,+,31,15,3,2,0.024,0.0178,24,0,T,,0.8,1,39,1,1,0.63,0
10,801,1,9,0,15,110,7,17,25,00,73,0,0,10,3,-,32,30,3,2,0.004,0.027,24,1.2,Z,2430,0.63,1,39,1,1,0.63,0
11,801,1,9,0,15,110,7,17,25,00,73,0,0,10,3,-,32,30,3,2,0.024,0.012,24,1.2,Z,248,0.63,1,39,1,1,0.63,0
2,8,300,55,0,135,50,11,9,75,03,22,0,0,1,0,+,21,10,2,2,0.296,0.2486,24,0,T,,0,1,39,1,1,0.8,0
3,7,200,40,0,85,50,12,9,75,03,22,0,0,1,0,+,21,10,2,2,0.202,0.1697,24,0,T,,0,1,39,1,1,0.8,0
4,6,140,40,0,53,60,12,8,75,03,32,0,40,0,0,+,31,15,2,2,0.147,0.122,24,0,T,,0,1,39,1,1,0.8,0
5,5,70,25,0,33,70,12,8,75,03,42,0,40,0,0,+,31,15,2,2,0.104,0.0832,24,0,T,,4,1,39,1,1,0.8,0
6,4,40,20,0,23,85,10,8,50,03,32,0,40,0,0,+,31,15,2,2,0.069,0.0545,24,0,T,,3.2,1,39,1,1,0.8,0
7,3,10,10,0,15,105,11,8,50,00,52,0,40,0,0,+,31,15,2,2,0.044,0.0348,24,0,T,,2,1,39,1,1,0.8,0
8,2,7,9,0,8,105,11,8,50,00,62,0,0,0,0,+,31,15,3,2,0.03,0.0228,24,0,T,,1.12,1,39,1,1,0.8,0
9,1,7,9,0,3,95,6,10,25,00,63,0,0,0,1,+,31,15,3,2,0.015,0.012,24,0,T,,0.8,1,39,1,1,0.8,0
2,7,300,55,0,135,50,11,9,75,03,22,0,0,1,0,+,21,10,2,2,0.291,0.2444,24,0,T,,0,1,39,1,1,1.12,0
3,6,200,40,0,85,50,12,9,75,03,22,0,0,1,0,+,21,10,2,2,0.197,0.1655,24,0,T,,0,1,39,1,1,1.12,0
4,5,140,40,0,53,60,12,8,75,03,32,0,40,0,0,+,31,15,2,2,0.142,0.1179,24,0,T,,0,1,39,1,1,1.12,0
5,4,70,25,0,33,70,12,8,75,03,42,0,40,0,0,+,31,15,2,2,0.099,0.0792,24,0,T,,4,1,39,1,1,1.12,0
6,3,40,20,0,23,85,10,8,50,03,32,0,40,0,0,+,31,15,2,2,0.064,0.0506,24,0,T,,3.2,1,39,1,1,1.12,0
7,2,10,10,0,15,105,11,8,50,00,52,0,40,0,0,+,31,15,2,2,0.039,0.0308,24,0,T,,2,1,39,1,1,1.12,0
8,1,7,9,0,8,95,6,9,25,00,63,0,0,0,0,+,31,15,3,2,0.024,0.015,24,0,T,,1.12,1,39,1,1,1.12,0
2,6,300,55,0,135,50,11,9,75,03,22,0,0,1,0,+,21,10,2,2,0.288,0.2419,24,0,T,,0,1,39,1,1,1.6,0
3,5,200,40,0,85,50,12,9,75,03,22,0,0,1,0,+,21,10,2,2,0.194,0.163,24,0,T,,0,1,39,1,1,1.6,0
4,4,140,40,0,53,60,12,8,75,03,32,0,40,0,0,+,31,15,2,2,0.139,0.1154,24,0,T,,0,1,39,1,1,1.6,0
5,3,70,25,0,33,70,12,8,75,03,42,0,40,0,0,+,31,15,2,2,0.096,0.0768,24,0,T,,4,1,39,1,1,1.6,0
6,2,40,20,0,23,85,10,8,50,03,32,0,40,0,0,+,31,15,2,2,0.061,0.0482,24,0,T,,3.2,1,39,1,1,1.6,0
7,1,7,9,0,15,80,10,9,50,00,63,0,40,0,0,+,31,15,3,2,0.038,0.03,24,0,T,,1.6,1,39,1,1,1.6,0
2,6,300,55,0,135,50,11,9,75,03,22,0,0,1,0,+,21,10,2,2,0.288,0.2419,24,0,T,,0,1,39,1,1,2,0
3,5,200,40,0,85,50,12,9,75,03,22,0,0,1,0,+,21,10,2,2,0.194,0.163,24,0,T,,0,1,39,1,1,2,0
4,4,140,40,0,53,60,12,8,75,03,32,0,40,0,0,+,31,15,2,2,0.139,0.1154,24,0,T,,0,1,39,1,1,2,0
5,3,70,25,0,33,70,12,8,75,03,42,0,40,0,0,+,31,15,2,2,0.096,0.0768,24,0,T,,4,1,39,1,1,2,0
6,2,40,20,0,23,85,10,8,50,03,32,0,40,0,0,+,31,15,2,2,0.061,0.0482,24,0,T,,3.2,1,39,1,1,2,0
7,1,10,9,0,15,80,10,9,50,00,53,0,40,0,0,+,31,15,3,2,0.038,0.03,24,0,T,,2,1,39,1,1,2,0
2,5,300,55,0,135,50,11,9,75,03,22,0,0,1,0,+,21,10,2,2,0.283,0.2377,24,0,T,,0,1,39,1,1,3.2,0
3,4,200,40,0,85,50,12,9,75,03,22,0,0,1,0,+,21,10,2,2,0.189,0.1588,24,0,T,,0,1,39,1,1,3.2,0
4,3,140,40,0,53,60,12,8,75,03,32,0,40,0,0,+,31,15,2,2,0.134,0.1112,24,0,T,,0,1,39,1,1,3.2,0
5,2,70,25,0,33,70,12,8,75,03,42,0,40,0,0,+,31,15,2,2,0.091,0.0728,24,0,T,,4,1,39,1,1,3.2,0
6,1,40,20,0,23,80,10,9,50,00,52,0,40,0,0,+,31,15,3,2,0.051,0.031,24,0,T,,3.2,1,39,1,1,3.2,0
2,4,300,55,0,135,50,11,9,75,03,22,0,0,1,0,+,21,10,2,2,0.269,0.226,24,0,T,,0,1,39,1,1,4,0
3,3,200,40,0,85,50,12,9,75,03,22,0,0,1,0,+,21,10,2,2,0.175,0.147,24,0,T,,0,1,39,1,1,4,0
4,2,140,40,0,53,60,12,8,75,03,32,0,40,0,0,+,31,15,2,2,0.12,0.0996,24,0,T,,0,1,39,1,1,4,0
5,1,90,30,0,33,80,10,9,50,03,42,0,40,0,0,+,31,15,2,2,0.065,0.049,24,0,T,,4,1,39,1,1,4,0
2,12,300,55,0,135,50,11,9,75,03,22,0,0,1,0,+,21,10,2,2,0.304,0.2554,24,0,T,,0,1,45,1,1,0.1,0
3,11,200,40,0,85,50,12,9,75,03,22,0,0,1,0,+,21,10,2,2,0.21,0.1764,24,0,T,,0,1,45,1,1,0.1,0
4,10,140,40,0,53,60,12,8,75,03,32,0,40,0,0,+,31,15,2,2,0.155,0.1286,24,0,T,,0,1,45,1,1,0.1,0
5,9,70,25,0,33,70,12,8,75,03,42,0,40,0,0,+,31,15,2,2,0.112,0.0896,24,0,T,,4,1,45,1,1,0.1,0
6,8,40,20,0,23,85,10,8,50,03,32,0,40,0,0,+,31,15,2,2,0.077,0.0608,24,0,T,,3.2,1,45,1,1,0.1,0
7,7,10,10,0,15,105,11,8,50,00,52,0,40,0,0,+,31,15,2,2,0.052,0.0411,24,0,T,,2,1,45,1,1,0.1,0
8,6,7,9,0,8,105,11,8,50,00,62,0,0,0,0,+,31,15,3,2,0.038,0.0289,24,0,T,,1.12,1,45,1,1,0.1,0
9,5,7,9,0,5,100,7,9,25,00,75,0,0,0,0,+,31,15,3,2,0.027,0.02,24,0,T,,0.8,1,45,1,1,0.1,0
10,804,1,9,0,13,150,7,20,25,00,85,0,0,10,1,-,41,48,3,2,0.009,0.025,24,1.2,Z,3200,0.63,1,45,1,1,0.1,0
11,804,1,9,0,13,150,7,20,25,00,85,0,0,10,1,-,41,48,3,2,0.029,0.0099,24,1.2,Z,312,0.63,1,45,1,1,0.1,0
12,803,1,9,0,5,145,7,20,25,00,85,0,0,10,1,-,41,48,3,2,0.005,0.021,24,1.5,Z,4000,0.5,1,45,1,1,0.1,0
13,803,1,9,0,5,145,7,20,25,00,85,0,0,10,1,-,41,48,3,2,0.025,0.006,24,1.5,Z,400,0.5,1,45,1,1,0.1,0
14,802,1,3,0,5,100,15,33,50,00,86,0,0,10,0,-,31,48,3,2,-0.002,0.018,24,2.15,Z,5720,0.32,1,45,1,1,0.1,0
15,802,1,3,0,5,100,15,33,50,00,86,0,0,10,0,-,31,48,3,2,0.018,0.0031,24,2.15,Z,544,0.32,1,45,1,1,0.1,0
16,801,2,4,0,5,100,15,36,50,00,86,0,0,10,0,-,31,48,3,2,-0.002,0.018,24,0.8,Z,2120,0.1,1,45,1,1,0.1,0
17,801,2,4,0,5,100,15,36,50,00,86,0,0,10,0,-,31,48,3,2,0.018,0.003,24,0.8,Z,208,0.1,1,45,1,1,0.1,0
2,11,300,55,0,135,50,11,9,75,03,22,0,0,1,0,+,21,10,2,2,0.304,0.2554,24,0,T,,0,1,45,1,1,0.32,0
3,10,200,40,0,85,50,12,9,75,03,22,0,0,1,0,+,21,10,2,2,0.21,0.1764,24,0,T,,0,1,45,1,1,0.32,0
4,9,140,40,0,53,60,12,8,75,03,32,0,40,0,0,+,31,15,2,2,0.155,0.1286,24,0,T,,0,1,45,1,1,0.32,0
5,8,70,25,0,33,70,12,8,75,03,42,0,40,0,0,+,31,15,2,2,0.112,0.0896,24,0,T,,4,1,45,1,1,0.32,0
6,7,40,20,0,23,85,10,8,50,03,32,0,40,0,0,+,31,15,2,2,0.077,0.0608,24,0,T,,3.2,1,45,1,1,0.32,0
7,6,10,10,0,15,105,11,8,50,00,52,0,40,0,0,+,31,15,2,2,0.052,0.0411,24,0,T,,2,1,45,1,1,0.32,0
8,5,7,9,0,8,105,11,8,50,00,62,0,0,0,0,+,31,15,3,2,0.038,0.0289,24,0,T,,1.12,1,45,1,1,0.32,0
9,4,7,9,0,5,100,7,9,25,00,75,0,0,0,0,+,31,15,3,2,0.027,0.02,24,0,T,,0.8,1,45,1,1,0.32,0
10,803,1,9,0,13,150,7,20,25,00,85,0,0,10,1,-,41,48,3,2,0.009,0.025,24,1.2,Z,3200,0.63,1,45,1,1,0.32,0
11,803,1,9,0,13,150,7,20,25,00,85,0,0,10,1,-,41,48,3,2,0.029,0.0099,24,1.2,Z,312,0.63,1,45,1,1,0.32,0
12,802,1,9,0,5,145,7,20,25,00,85,0,0,10,1,-,41,48,3,2,0.005,0.021,24,1.5,Z,4000,0.5,1,45,1,1,0.32,0
13,802,1,9,0,5,145,7,20,25,00,85,0,0,10,1,-,41,48,3,2,0.025,0.006,24,1.5,Z,400,0.5,1,45,1,1,0.32,0
14,801,1,9,0,8,110,8,17,25,00,73,0,40,10,1,-,32,30,3,2,0.001,0.02,24,2.15,Z,5720,0.32,1,45,1,1,0.32,0
15,801,1,9,0,8,110,8,17,25,00,73,0,40,10,1,-,32,30,3,2,0.021,0.005,24,2.15,Z,544,0.32,1,45,1,1,0.32,0
2,10,300,55,0,135,50,11,9,75,03,22,0,0,1,0,+,21,10,2,2,0.303,0.2545,24,0,T,,0,1,45,1,1,0.5,0
3,9,200,40,0,85,50,12,9,75,03,22,0,0,1,0,+,21,10,2,2,0.209,0.1756,24,0,T,,0,1,45,1,1,0.5,0
4,8,140,40,0,53,60,12,8,75,03,32,0,40,0,0,+,31,15,2,2,0.154,0.1278,24,0,T,,0,1,45,1,1,0.5,0
5,7,70,25,0,33,70,12,8,75,03,42,0,40,0,0,+,31,15,2,2,0.111,0.0888,24,0,T,,4,1,45,1,1,0.5,0
6,6,40,20,0,23,85,10,8,50,03,32,0,40,0,0,+,31,15,2,2,0.076,0.06,24,0,T,,3.2,1,45,1,1,0.5,0
7,5,10,10,0,15,105,11,8,50,00,52,0,40,0,0,+,31,15,2,2,0.051,0.0403,24,0,T,,2,1,45,1,1,0.5,0
8,4,7,9,0,8,105,11,8,50,00,62,0,0,0,0,+,31,15,3,2,0.037,0.0281,24,0,T,,1.12,1,45,1,1,0.5,0
9,3,7,9,0,5,100,7,9,25,00,75,0,0,0,0,+,31,15,3,2,0.026,0.0192,24,0,T,,0.8,1,45,1,1,0.5,0
10,802,1,9,0,13,150,7,20,25,00,85,0,0,10,1,-,41,48,3,2,0.008,0.0222,24,1.2,Z,3200,0.63,1,45,1,1,0.5,0
11,802,1,9,0,13,150,7,20,25,00,85,0,0,10,1,-,41,48,3,2,0.028,0.0095,24,1.2,Z,312,0.63,1,45,1,1,0.5,0
12,801,1,9,0,15,110,8,17,25,00,73,0,40,10,2,-,32,30,3,2,0.002,0.027,24,1.5,Z,4000,0.5,1,45,1,1,0.5,0
13,801,1,9,0,15,110,8,17,25,00,73,0,40,10,2,-,32,30,3,2,0.022,0.012,24,1.5,Z,400,0.5,1,45,1,1,0.5,0
2,9,300,55,0,135,50,11,9,75,03,22,0,0,1,0,+,21,10,2,2,0.301,0.2528,24,0,T,,0,1,45,1,1,0.63,0
3,8,200,40,0,85,50,12,9,75,03,22,0,0,1,0,+,21,10,2,2,0.207,0.1739,24,0,T,,0,1,45,1,1,0.63,0
4,7,140,40,0,53,60,12,8,75,03,32,0,40,0,0,+,31,15,2,2,0.152,0.1262,24,0,T,,0,1,45,1,1,0.63,0
5,6,70,25,0,33,70,12,8,75,03,42,0,40,0,0,+,31,15,2,2,0.109,0.0872,24,0,T,,4,1,45,1,1,0.63,0
6,5,40,20,0,23,85,10,8,50,03,32,0,40,0,0,+,31,15,2,2,0.074,0.0585,24,0,T,,3.2,1,45,1,1,0.63,0
7,4,10,10,0,15,105,11,8,50,00,52,0,40,0,0,+,31,15,2,2,0.049,0.0387,24,0,T,,2,1,45,1,1,0.63,0
8,3,7,9,0,8,105,11,8,50,00,62,0,0,0,0,+,31,15,3,2,0.035,0.0266,24,0,T,,1.12,1,45,1,1,0.63,0
9,2,7,9,0,5,100,7,9,25,00,75,0,0,0,0,+,31,15,3,2,0.024,0.0178,24,0,T,,0.8,1,45,1,1,0.63,0
10,801,1,9,0,15,110,7,17,25,00,73,0,0,10,3,-,32,30,3,2,0.004,0.027,24,1.2,Z,3200,0.63,1,45,1,1,0.63,0
11,801,1,9,0,15,110,7,17,25,00,73,0,0,10,3,-,32,30,3,2,0.024,0.012,24,1.2,Z,312,0.63,1,45,1,1,0.63,0
2,8,300,55,0,135,50,11,9,75,03,22,0,0,1,0,+,21,10,2,2,0.296,0.2486,24,0,T,,0,1,45,1,1,0.8,0
3,7,200,40,0,85,50,12,9,75,03,22,0,0,1,0,+,21,10,2,2,0.202,0.1697,24,0,T,,0,1,45,1,1,0.8,0
4,6,140,40,0,53,60,12,8,75,03,32,0,40,0,0,+,31,15,2,2,0.147,0.122,24,0,T,,0,1,45,1,1,0.8,0
5,5,70,25,0,33,70,12,8,75,03,42,0,40,0,0,+,31,15,2,2,0.104,0.0832,24,0,T,,4,1,45,1,1,0.8,0
6,4,40,20,0,23,85,10,8,50,03,32,0,40,0,0,+,31,15,2,2,0.069,0.0545,24,0,T,,3.2,1,45,1,1,0.8,0
7,3,10,10,0,15,105,11,8,50,00,52,0,40,0,0,+,31,15,2,2,0.044,0.0348,24,0,T,,2,1,45,1,1,0.8,0
8,2,7,9,0,8,105,11,8,50,00,62,0,0,0,0,+,31,15,3,2,0.03,0.0228,24,0,T,,1.12,1,45,1,1,0.8,0
9,1,7,9,0,3,95,6,10,25,00,63,0,0,0,1,+,31,15,3,2,0.015,0.012,24,0,T,,0.8,1,45,1,1,0.8,0
2,7,300,55,0,135,50,11,9,75,03,22,0,0,1,0,+,21,10,2,2,0.291,0.2444,24,0,T,,0,1,45,1,1,1.12,0
